,geneName,ensId,keggId,keggBriteId,Functional Annotation Group,Functional Annotation Subgroup,Functional Annotation,TCGA-19-1787-01
5749,FOSL1,ENSG00000175592.8,hsa:8061,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.549
5750,FOSL1,ENSG00000175592.8,hsa:8061,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.549
5751,DRAP1,ENSG00000175550.7,hsa:10589,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.967
5752,DRAP1,ENSG00000175550.7,hsa:10589,3021,Genes and Proteins,Protein families: genetic information processing,Transcription machinery,7.967
5753,SART1,ENSG00000175467.14,hsa:9092,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.898
5754,SART1,ENSG00000175467.14,hsa:9092,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,5.898
5755,SART1,ENSG00000175467.14,hsa:9092,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,5.898
5756,EIF1AD,ENSG00000175376.8,hsa:84285,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.731
5757,BANF1,ENSG00000175334.7,hsa:8815,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.863
5758,BANF1,ENSG00000175334.7,hsa:8815,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,7.863
5759,CST6,ENSG00000175315.2,hsa:1474,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.639
5760,CATSPER1,ENSG00000175294.5,hsa:117144,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.994
5761,CATSPER1,ENSG00000175294.5,hsa:117144,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,-1.994
5762,GAL3ST3,ENSG00000175229.6,hsa:89792,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.373
5763,GAL3ST3,ENSG00000175229.6,hsa:89792,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.373
5764,GAL3ST3,ENSG00000175229.6,hsa:89792,1003,Genes and Proteins,Protein families: metabolism,Glycosyltransferases,1.373
5765,SF3B2,ENSG00000087365.14,hsa:10992,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.626
5766,SF3B2,ENSG00000087365.14,hsa:10992,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,7.626
5767,PACS1,ENSG00000175115.11,hsa:55690,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.464
5768,PACS1,ENSG00000175115.11,hsa:55690,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,5.464
5769,KLC2,ENSG00000174996.11,hsa:64837,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.596
5770,KLC2,ENSG00000174996.11,hsa:64837,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,3.596
5771,KLC2,ENSG00000174996.11,hsa:64837,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,3.596
5772,RAB1B,ENSG00000174903.14,hsa:81876,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.066
5773,RAB1B,ENSG00000174903.14,hsa:81876,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,7.066
5774,RAB1B,ENSG00000174903.14,hsa:81876,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,7.066
5775,RAB1B,ENSG00000174903.14,hsa:81876,4031,Genes and Proteins,Protein families: signaling and cellular processes,GTP-binding proteins,7.066
5776,CNIH2,ENSG00000174871.10,hsa:254263,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.423
5777,CNIH2,ENSG00000174871.10,hsa:254263,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,6.423
5778,CNIH2,ENSG00000174871.10,hsa:254263,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,6.423
5779,YIF1A,ENSG00000174851.14,hsa:10897,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.267
5780,YIF1A,ENSG00000174851.14,hsa:10897,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,6.267
5781,CD248,ENSG00000174807.3,hsa:57124,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.311
5782,CD248,ENSG00000174807.3,hsa:57124,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,4.311
5783,CD248,ENSG00000174807.3,hsa:57124,4091,Genes and Proteins,Protein families: signaling and cellular processes,Lectins,4.311
5784,RIN1,ENSG00000174791.10,hsa:9610,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.088
5785,BRMS1,ENSG00000174744.13,hsa:25855,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.671
5786,BRMS1,ENSG00000174744.13,hsa:25855,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,5.671
5787,B4GAT1,ENSG00000174684.6,hsa:11041,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.676
5788,B4GAT1,ENSG00000174684.6,hsa:11041,1000,Genes and Proteins,Protein families: metabolism,Enzymes,5.676
5789,B4GAT1,ENSG00000174684.6,hsa:11041,1003,Genes and Proteins,Protein families: metabolism,Glycosyltransferases,5.676
5790,SLC29A2,ENSG00000174669.11,hsa:3177,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.84
5791,SLC29A2,ENSG00000174669.11,hsa:3177,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,1.84
5792,MRPL11,ENSG00000174547.13,hsa:65003,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.731
5793,MRPL11,ENSG00000174547.13,hsa:65003,3011,Genes and Proteins,Protein families: genetic information processing,Ribosome,5.731
5794,PELI3,ENSG00000174516.14,hsa:246330,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.152
5795,PELI3,ENSG00000174516.14,hsa:246330,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,3.152
5796,PELI3,ENSG00000174516.14,hsa:246330,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.152
5797,DPP3,ENSG00000254986.7,hsa:10072,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.29
5798,DPP3,ENSG00000254986.7,hsa:10072,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.29
5799,DPP3,ENSG00000254986.7,hsa:10072,1002,Genes and Proteins,Protein families: metabolism,Peptidases,4.29
5800,BBS1,ENSG00000174483.19,hsa:582,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.257
5801,BBS1,ENSG00000174483.19,hsa:582,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,4.257
5802,ZDHHC24,ENSG00000174165.7,hsa:254359,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.099
5803,ZDHHC24,ENSG00000174165.7,hsa:254359,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.099
5804,ACTN3,ENSG00000248746.5,hsa:89,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
5805,ACTN3,ENSG00000248746.5,hsa:89,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-9.966
5806,ACTN3,ENSG00000248746.5,hsa:89,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-9.966
5807,ACTN3,ENSG00000248746.5,hsa:89,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,-9.966
5808,CTSF,ENSG00000174080.10,hsa:8722,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.909
5809,CTSF,ENSG00000174080.10,hsa:8722,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.909
5810,CTSF,ENSG00000174080.10,hsa:8722,1002,Genes and Proteins,Protein families: metabolism,Peptidases,4.909
5811,CCS,ENSG00000173992.8,hsa:9973,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.185
5812,RBM14,ENSG00000239306.4,hsa:10432,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.259
5813,RBM14,ENSG00000239306.4,hsa:10432,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,5.259
5814,RBM4,ENSG00000173933.19,hsa:5936,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.52
5815,RBM4,ENSG00000173933.19,hsa:5936,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,6.52
5816,RBM4B,ENSG00000173914.11,hsa:83759,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.159
5817,RBM4B,ENSG00000173914.11,hsa:83759,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,4.159
5818,SPTBN2,ENSG00000173898.11,hsa:6712,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.133
5819,SPTBN2,ENSG00000173898.11,hsa:6712,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,3.133
5820,RCE1,ENSG00000173653.7,hsa:9986,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.826
5821,RCE1,ENSG00000173653.7,hsa:9986,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.826
5822,RCE1,ENSG00000173653.7,hsa:9986,1002,Genes and Proteins,Protein families: metabolism,Peptidases,3.826
5823,PC,ENSG00000173599.13,hsa:5091,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.723
5824,PC,ENSG00000173599.13,hsa:5091,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.723
5825,LRFN4,ENSG00000173621.8,hsa:78999,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.459
5826,SYT12,ENSG00000173227.13,hsa:91683,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.742
5827,SYT12,ENSG00000173227.13,hsa:91683,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,2.742
5828,RHOD,ENSG00000173156.6,hsa:29984,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.588
5829,RHOD,ENSG00000173156.6,hsa:29984,4031,Genes and Proteins,Protein families: signaling and cellular processes,GTP-binding proteins,2.588
5830,KDM2A,ENSG00000173120.14,hsa:22992,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.341
5831,KDM2A,ENSG00000173120.14,hsa:22992,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,4.341
5832,KDM2A,ENSG00000173120.14,hsa:22992,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.341
5833,KDM2A,ENSG00000173120.14,hsa:22992,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,4.341
5834,ANKRD13D,ENSG00000172932.14,hsa:338692,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.452
5835,ANKRD13D,ENSG00000172932.14,hsa:338692,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.452
5836,SSH3,ENSG00000172830.12,hsa:54961,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.824
5837,SSH3,ENSG00000172830.12,hsa:54961,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.824
5838,SSH3,ENSG00000172830.12,hsa:54961,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,1.824
5839,RAD9A,ENSG00000172613.7,hsa:5883,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.545
5840,RAD9A,ENSG00000172613.7,hsa:5883,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.545
5841,RAD9A,ENSG00000172613.7,hsa:5883,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,3.545
5842,POLD4,ENSG00000175482.8,hsa:57804,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.593
5843,POLD4,ENSG00000175482.8,hsa:57804,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,5.593
5844,POLD4,ENSG00000175482.8,hsa:57804,3032,Genes and Proteins,Protein families: genetic information processing,DNA replication proteins,5.593
5845,CLCF1,ENSG00000175505.10,hsa:23529,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.331
5846,CLCF1,ENSG00000175505.10,hsa:23529,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,2.331
5847,PPP1CA,ENSG00000172531.14,hsa:5499,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.994
5848,PPP1CA,ENSG00000172531.14,hsa:5499,1000,Genes and Proteins,Protein families: metabolism,Enzymes,6.994
5849,PPP1CA,ENSG00000172531.14,hsa:5499,3021,Genes and Proteins,Protein families: genetic information processing,Transcription machinery,6.994
5850,PPP1CA,ENSG00000172531.14,hsa:5499,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,6.994
5851,PPP1CA,ENSG00000172531.14,hsa:5499,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,6.994
5852,PPP1CA,ENSG00000172531.14,hsa:5499,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,6.994
5853,TBC1D10C,ENSG00000175463.11,hsa:374403,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.5666
5854,TBC1D10C,ENSG00000175463.11,hsa:374403,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,0.5666
5855,CARNS1,ENSG00000172508.10,hsa:57571,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.987
5856,CARNS1,ENSG00000172508.10,hsa:57571,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.987
5857,RPS6KB2,ENSG00000175634.14,hsa:6199,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.24
5858,RPS6KB2,ENSG00000175634.14,hsa:6199,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.24
5859,RPS6KB2,ENSG00000175634.14,hsa:6199,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,4.24
5860,CORO1B,ENSG00000172725.13,hsa:57175,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.948
5861,CORO1B,ENSG00000172725.13,hsa:57175,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,5.948
5862,GPR152,ENSG00000175514.2,hsa:390212,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
5863,GPR152,ENSG00000175514.2,hsa:390212,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-9.966
5864,AIP,ENSG00000110711.9,hsa:9049,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.224
5865,AIP,ENSG00000110711.9,hsa:9049,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,6.224
5866,GSTP1,ENSG00000084207.15,hsa:2950,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),8.431
5867,GSTP1,ENSG00000084207.15,hsa:2950,1000,Genes and Proteins,Protein families: metabolism,Enzymes,8.431
5868,GSTP1,ENSG00000084207.15,hsa:2950,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,8.431
5869,NDUFV1,ENSG00000167792.11,hsa:4723,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.407
5870,NDUFV1,ENSG00000167792.11,hsa:4723,1000,Genes and Proteins,Protein families: metabolism,Enzymes,7.407
5871,NUDT8,ENSG00000167799.9,hsa:254552,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.143
5872,NUDT8,ENSG00000167799.9,hsa:254552,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.143
5873,TBX10,ENSG00000167800.9,hsa:347853,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
5874,TBX10,ENSG00000167800.9,hsa:347853,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-9.966
5875,ACY3,ENSG00000132744.7,hsa:91703,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.0574
5876,ACY3,ENSG00000132744.7,hsa:91703,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-0.0574
5877,ALDH3B2,ENSG00000132746.14,hsa:222,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
5878,ALDH3B2,ENSG00000132746.14,hsa:222,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-9.966
5879,ALDH3B1,ENSG00000006534.15,hsa:221,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.062
5880,ALDH3B1,ENSG00000006534.15,hsa:221,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.062
5881,NDUFS8,ENSG00000110717.10,hsa:4728,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.875
5882,NDUFS8,ENSG00000110717.10,hsa:4728,1000,Genes and Proteins,Protein families: metabolism,Enzymes,7.875
5883,TCIRG1,ENSG00000110719.9,hsa:10312,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.17
5884,TCIRG1,ENSG00000110719.9,hsa:10312,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,5.17
5885,CHKA,ENSG00000110721.11,hsa:1119,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.352
5886,CHKA,ENSG00000110721.11,hsa:1119,1000,Genes and Proteins,Protein families: metabolism,Enzymes,5.352
5887,LRP5,ENSG00000162337.11,hsa:4041,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.854
5888,LRP5,ENSG00000162337.11,hsa:4041,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,2.854
5889,PPP6R3,ENSG00000110075.14,hsa:55291,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.613
5890,PPP6R3,ENSG00000110075.14,hsa:55291,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,4.613
5891,PPP6R3,ENSG00000110075.14,hsa:55291,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,4.613
5892,GAL,ENSG00000069482.6,hsa:51083,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.8863
5893,CPT1A,ENSG00000110090.12,hsa:1374,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.657
5894,CPT1A,ENSG00000110090.12,hsa:1374,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.657
5895,CPT1A,ENSG00000110090.12,hsa:1374,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,3.657
5896,MRPL21,ENSG00000197345.12,hsa:219927,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.524
5897,MRPL21,ENSG00000197345.12,hsa:219927,3011,Genes and Proteins,Protein families: genetic information processing,Ribosome,6.524
5898,IGHMBP2,ENSG00000132740.8,hsa:3508,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.011
5899,IGHMBP2,ENSG00000132740.8,hsa:3508,3009,Genes and Proteins,Protein families: genetic information processing,Ribosome biogenesis,3.011
5900,IGHMBP2,ENSG00000132740.8,hsa:3508,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.011
5901,IGHMBP2,ENSG00000132740.8,hsa:3508,3012,Genes and Proteins,Protein families: genetic information processing,Translation factors,3.011
5902,MRGPRD,ENSG00000172938.3,hsa:116512,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
5903,MRGPRD,ENSG00000172938.3,hsa:116512,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-9.966
5904,MRGPRF,ENSG00000172935.8,hsa:116535,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.396
5905,MRGPRF,ENSG00000172935.8,hsa:116535,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,1.396
5906,TPCN2,ENSG00000162341.15,hsa:219931,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.141
5907,TPCN2,ENSG00000162341.15,hsa:219931,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,2.141
5908,CCND1,ENSG00000110092.3,hsa:595,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.768
5909,FGF19,ENSG00000162344.3,hsa:9965,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
5910,FGF19,ENSG00000162344.3,hsa:9965,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,-9.966
5911,FGF19,ENSG00000162344.3,hsa:9965,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-9.966
5912,FGF4,ENSG00000075388.3,hsa:2249,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
5913,FGF4,ENSG00000075388.3,hsa:2249,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,-9.966
5914,FGF4,ENSG00000075388.3,hsa:2249,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-9.966
5915,FGF3,ENSG00000186895.2,hsa:2248,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
5916,FGF3,ENSG00000186895.2,hsa:2248,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,-9.966
5917,FGF3,ENSG00000186895.2,hsa:2248,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-9.966
5918,ANO1,ENSG00000131620.17,hsa:55107,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.394
5919,ANO1,ENSG00000131620.17,hsa:55107,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,-0.394
5920,FADD,ENSG00000168040.4,hsa:8772,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.057
5921,CTTN,ENSG00000085733.15,hsa:2017,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.098
5922,CTTN,ENSG00000085733.15,hsa:2017,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,6.098
5923,CTTN,ENSG00000085733.15,hsa:2017,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,6.098
5924,SHANK2,ENSG00000162105.16,hsa:22941,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.3383
5925,DHCR7,ENSG00000172893.15,hsa:1717,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.25
5926,DHCR7,ENSG00000172893.15,hsa:1717,1000,Genes and Proteins,Protein families: metabolism,Enzymes,6.25
5927,NADSYN1,ENSG00000172890.11,hsa:55191,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.307
5928,NADSYN1,ENSG00000172890.11,hsa:55191,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.307
5929,ZNF705E,ENSG00000214534.4,hsa:100131539,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.012
5930,ZNF705E,ENSG00000214534.4,hsa:100131539,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-5.012
5931,RNF121,ENSG00000137522.17,hsa:55298,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.588
5932,RNF121,ENSG00000137522.17,hsa:55298,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,4.588
5933,NUMA1,ENSG00000137497.17,hsa:4926,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.676
5934,NUMA1,ENSG00000137497.17,hsa:4926,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,6.676
5935,LRTOMT,ENSG00000184154.12,hsa:220074,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.271
5936,LRTOMT,ENSG00000184154.12,hsa:220074,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,4.271
5937,LRTOMT,ENSG00000184154.12,hsa:220074,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.271
5938,LAMTOR1,ENSG00000149357.9,hsa:55004,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.013
5939,FOLR3,ENSG00000110203.8,hsa:2352,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.826
5940,FOLR3,ENSG00000110203.8,hsa:2352,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-2.826
5941,FOLR3,ENSG00000110203.8,hsa:2352,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-2.826
5942,FOLR3,ENSG00000110203.8,hsa:2352,0537,Genes and Proteins,Protein families: signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins,-2.826
5943,FOLR1,ENSG00000110195.11,hsa:2348,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.465
5944,FOLR1,ENSG00000110195.11,hsa:2348,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,1.465
5945,FOLR1,ENSG00000110195.11,hsa:2348,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,1.465
5946,FOLR1,ENSG00000110195.11,hsa:2348,0537,Genes and Proteins,Protein families: signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins,1.465
5947,FOLR2,ENSG00000165457.13,hsa:2350,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.629
5948,FOLR2,ENSG00000165457.13,hsa:2350,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,3.629
5949,FOLR2,ENSG00000165457.13,hsa:2350,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,3.629
5950,FOLR2,ENSG00000165457.13,hsa:2350,0537,Genes and Proteins,Protein families: signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins,3.629
5951,INPPL1,ENSG00000165458.13,hsa:3636,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.602
5952,INPPL1,ENSG00000165458.13,hsa:3636,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,5.602
5953,INPPL1,ENSG00000165458.13,hsa:3636,1000,Genes and Proteins,Protein families: metabolism,Enzymes,5.602
5954,PHOX2A,ENSG00000165462.5,hsa:401,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
5955,PHOX2A,ENSG00000165462.5,hsa:401,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-9.966
5956,CLPB,ENSG00000162129.12,hsa:81570,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.374
5957,CLPB,ENSG00000162129.12,hsa:81570,3110,Genes and Proteins,Protein families: genetic information processing,Chaperones and folding catalysts,4.374
5958,PDE2A,ENSG00000186642.15,hsa:5138,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.9038
5959,PDE2A,ENSG00000186642.15,hsa:5138,1000,Genes and Proteins,Protein families: metabolism,Enzymes,0.9038
5960,ARAP1,ENSG00000186635.14,hsa:116985,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.595
5961,ARAP1,ENSG00000186635.14,hsa:116985,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,5.595
5962,ATG16L2,ENSG00000168010.10,hsa:89849,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.309
5963,ATG16L2,ENSG00000168010.10,hsa:89849,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,3.309
5964,ATG16L2,ENSG00000168010.10,hsa:89849,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,3.309
5965,FCHSD2,ENSG00000137478.14,hsa:9873,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.761
